,Practice_Code,BNF_Code,BNF_Description,Items,Quantity,ADQ_Usage
2850,Y02378,0602010V0BDAABX,Eltroxin_Tab 50mcg,1,56,28.0
2851,B85041,0602020D0AAAFAF,Carbimazole_Liq Spec 20mg/5ml,1,150,40.0
2852,A88005,0606020A0AAADAD,Alendronic Acid_Liq Spec 35mg/5ml,1,100,70.0
2853,J82060,1001010C0BBAFAF,Voltarol Ret_Tab 100mg,1,56,56.0
2854,E81024,1001010C0BMABAW,Diclomax SR_Cap 75mg,1,28,21.0
2855,L82068,1001010C0BSAAAL,Volsaid Ret 75_Tab 75mg,1,56,42.0
2856,Y02887,1001010J0AAABAB,Ibuprofen_Cap 300mg M/R,1,72,18.0
2857,A82012,1001010J0B4AHBN,Nurofen_Meltlet 200mg,1,36,5.99999
2858,P92017,1001010K0AAADAD,Indometacin_Cap 75mg M/R,1,30,22.5
2859,P92012,1001010P0BCAGAH,Naprosyn EC_Tab 250mg,1,56,18.66666
2860,N81019,1001010R0BBAGAG,Feldene_Tab Melt 20mg,2,28,56.0
2861,D83053,1202010M0BBABAB,Flixonase_Aq Nasule Dps 400mcg Ud,2,56,22.4
2862,L81025,0101010L0BEAAAI,Maalox Plus_Susp,1,2000,66.66666
2863,P92016,0102000A0BBAAAA,Spasmonal_Cap 60mg,1,100,33.33333
2864,G84023,0102000J0AAAAAA,Dicycloverine HCl_Oral Soln 10mg/5ml,1,1080,72.0
2865,E85046,0102000T0AAABAB,Peppermint_Oil Liq,1,100,166.66666
2866,P92642,0103010D0AAABAB,Cimetidine_Tab 400mg,1,30,15.0
2867,P92607,0103010N0AAAAAA,Nizatidine_Cap 150mg,3,56,84.0
2868,P92035,0103010T0AAAAAA,Ranitidine HCl_Tab 150mg,2,120,120.0
2869,P92642,0103010T0AAAJAJ,Ranitidine HCl_Tab Eff 300mg,1,60,60.0
2870,L81068,0103010T0AAAPAP,Ranitidine HCl_Tab 75mg,1,240,60.0
2871,L81073,0103010T0BBAIAP,Zantac 75 Relief_Tab 75mg,4,7,7.0
2872,P82007,0103010T0BUAAAP,Gavilast_Tab 75mg,1,60,15.0
2873,D81035,0103040M0BBAAAA,Cytotec_Tab 200mcg,1,60,15.0
2874,L81025,0103050E0BBAHAF,Nexium Control_Cap 20mg,2,56,112.0
2875,P92642,0103050L0AAABAB,Lansoprazole_Cap 15mg (E/C Gran),9,28,189.0
2876,P92642,0103050L0AAAHAH,Lansoprazole_Orodisper Tab 30mg,1,56,84.0
2877,C84001,0103050L0AAAZAZ,Lansoprazole_Oral Susp 5mg/5ml,1,100,5.0
2878,P92020,0103050P0AAANAN,Omeprazole_Tab Disper 20mg (E/C Pellets),1,56,56.0
2879,G82113,0103050P0AABLBL,Omeprazole_Oral Susp 10mg/5ml,2,200,40.0
2880,P92021,0103050P0AABMBM,Omeprazole_Oral Susp 20mg/5ml,1,150,30.0
2881,G85708,0104020H0BGAAAA,Lofenoxal_Tab 2.5mg/25mcg,1,540,67.5
2882,M85077,0104020L0AAAAAA,Loperamide HCl_Cap 2mg,16,30,120.0
2883,P92017,0105010B0AAAJAJ,Mesalazine_Suppos 1g,1,28,17.5
2884,P92017,0105010B0AAALAL,Mesalazine_Enem 2g In 59ml,1,28,0.59321
2885,P92017,0105010B0AAAUAU,Mesalazine_Gran Sach G/R 1.5g M/R S/F,1,56,52.5
2886,P92024,0105010B0BDAJAW,Salofalk_Tab G/R 500mg,1,200,62.5
2887,P92017,0105010B0BIABAA,Octasa_MR Tab E/C 400mg,2,168,84.0
2888,P92616,0105010C0AAAAAA,Olsalazine Sod_Cap 250mg,1,112,28.0
2889,P92041,0105010D0AAABAB,Balsalazide Sod_Cap 750mg,1,168,18.66666
2890,M83020,0105020A0BCAAAC,Budenofalk_Cap 3mg (E/C Pellets),1,168,55.99999
2891,L85023,0106010E0AAANAN,Ispag Husk_Gran Eff Sach 3.5g Lem S/F,1,60,30.0
2892,L81014,0106010E0AAAUAU,Ispag Husk_Gran Sach 3.5g G/F S/F,1,60,30.0
2893,Y02378,0106010N0AAADAD,Sterculia_Gran 62% Sach 7g G/F,1,60,26.04
2894,H85649,0106020B0AAACAC,Co-Danthramer_Cap 25mg/200mg,1,120,60.0
2895,J81067,0106020C0BDABAD,Dulcolax_Suppos Child 5mg,1,10,5.0
2896,L81014,0106020J0AAAAAA,Co-Danthrusate_Cap 50mg/60mg,1,63,31.5
2897,P92623,0106020L0AAABAB,Glycerol_Suppos Child (2g),1,12,6.0
2898,Y05612,0106020M0BBABAE,Senokot_Syr 7.5mg/5ml,1,500,50.0
2899,P92016,0106020P0AAABAB,Sod Picosulf_Oral Soln 5mg/5ml S/F,4,100,40.0
2900,A81029,0106020P0BDABAF,Dulcolax Pico_Perles 2.5mg,1,20,5.0
2901,L81036,0106030A0AAAAAA,Arach Oil_Enem 130ml,2,8,16.0
2902,P92016,0106040M0BBAEAA,Movicol_Pdr Sach 13.9g (Choc),1,56,28.0
2903,P92023,0106040M0BBAJAB,Movicol_Paed Pdr Sach 6.9g (Choc),1,30,15.0
2904,P92016,0106040M0BGACAA,CosmoCol_Oral Pdr Sach (Lem & Lim),1,56,28.0
2905,J81027,0106040N0AAAAAA,Phos Enem_(For B) 128ml Long Tube,1,1,1.0
2906,E81015,0106040N0BBABAB,Fletchers'_Enem Phos(Stnd Tube)128ml Btl,2,28,56.0
2907,D81637,0106040X0AAAAAA,Macrogol 4000_Pdr Sach 10g S/F,1,60,30.0
2908,E81044,0106050S0AAAAAA,Sod Picosulf/Mag Cit_Sach 16.1g,1,1,0.5
2909,C84018,0202010B0AAABAB,Bendroflumethiazide_Tab 2.5mg,2,84,168.0
2910,M85088,0202010P0BNAAAD,Alkapamid XL_Tab 1.5mg,1,60,36.0
2911,G82020,0202010V0BEABAA,Zaroxolyn_Tab 5mg,1,28,28.0
2912,P92023,0202020L0AABDBD,Furosemide_Tab 40mg,3,112,336.0
2913,A86025,0202020L0AACACA,Furosemide_Liq Spec 5mg/5ml,1,450,11.25
2914,E81012,0202030S0BBABAU,Aldactone_Tab 50mg,1,56,112.0
2915,C84035,0202040B0BBABAB,Frumil L.S._Tab 20mg/2.5mg,1,28,28.0
2916,M92607,0202040H0BBAAAA,Dyazide_Tab,1,56,56.0
2917,Y02636,0202040T0AAAAAA,Spironol/Furosemide_Cap 50mg/20mg,1,56,56.0
2918,J82064,0203020D0AAAYAY,Amiodarone HCl_Oral Soln 50mg/5ml,2,100,10.0
2919,P81095,0203020D0BBAAAA,Cordarone X 100_Tab 100mg,1,28,14.0
2920,P92028,020400040BCAAAB,Tenoretic_Tab 100mg/25mg,1,28,28.0
2921,G83049,020400060AAAAAA,Celiprolol HCl_Tab 200mg,1,28,28.0
2922,L81086,020400060BBABAB,Celectol_Tab 400mg,1,28,56.0
2923,L82007,020400080AAABAB,Carvedilol_Tab 12.5mg,1,56,56.0
2924,M85062,0204000H0AABEBE,Bisoprolol Fumar_Oral Soln 2.5mg/5ml,1,300,15.0
2925,H82027,0204000R0AACWCW,Propranolol HCl_Oral Soln 5mg/5ml S/F,2,450,7.49998
2926,C84001,0204000R0AACYCY,Propranolol HCl_Oral Soln 50mg/5ml S/F,2,90,14.99998
2927,L83088,0204000T0AAABAB,Sotalol HCl_Tab 40mg,1,112,28.0
2928,A82010,0204000T0AABCBC,Sotalol HCl_Oral Susp 25mg/5ml,1,840,26.25
2929,E82106,0204000T0BBACAF,Beta-Cardone_Tab 200mg,1,56,70.0
2930,P92026,0205010J0AAAHAH,Hydralazine HCl_Tab 50mg,1,112,56.0
2931,F81068,0205010J0BBAAAG,Apresoline_Tab 25mg,1,56,14.0
2932,P92023,0205040D0AAACAC,Doxazosin Mesil_Tab 4mg,2,56,112.0
2933,G84006,0205040V0BBACAC,Hytrin_Tab 5mg,1,56,56.0
2934,P92605,0205051E0AAAEAE,Cilazapril_Tab 5mg,1,28,56.0
2935,P92021,0205051M0AAAFAF,Perindopril Erbumine_Tab 8mg,3,28,168.0
2936,G82016,0205051M0AAAKAK,Perindopril Erbumine_Oral Soln 4mg/5ml,1,150,30.0
2937,Y00560,0205051P0BBAAAA,Accuretic_Tab,1,56,56.0
2938,P92017,0205051R0AAATAT,Ramipril_Oral Soln 2.5mg/5ml S/F,1,150,15.0
2939,P92605,0205052I0BBACAC,Aprovel_Tab 300mg,2,28,112.0
2940,A89022,0205052I0BEAAAA,Ifirmasta_Tab 75mg,1,84,42.0
2941,G81094,0205052P0AAAAAA,Losartan Pot/Hydchloroth_Tab 50mg/12.5mg,4,7,28.0
2942,P92630,0205052P0BBAAAA,Cozaar-Comp_Tab 50mg/12.5mg,2,28,56.0
2943,E81052,0205052Q0BBABAB,Micardis_Tab 80mg,1,56,112.0
2944,P92017,0206020C0AAACAC,Diltiazem HCl_Tab 90mg M/R,3,56,84.0
2945,P92023,0206020C0AAAEAE,Diltiazem HCl_Cap 300mg M/R,2,28,93.33333
2946,P92029,0206020C0AABABA,Diltiazem HCl_Cap 360mg M/R,1,28,56.0
2947,P92023,0206020C0BBABAC,Tildiem Ret 90_Tab 90mg,1,168,84.0
2948,P92042,0206020C0BFACAT,Adizem-SR_Cap 90mg,2,56,56.0
2949,P92626,0206020C0BIACAW,Slozem 240_Cap 240mg,1,56,74.66666
2950,P92639,0206020C0BNACAW,Viazem XL_Cap 240mg,1,28,37.33333
2951,D81637,0206020C0BYAAAJ,Kenzem SR_Cap 60mg,1,56,18.66666
2952,A88004,0206020C0BYACAU,Kenzem SR_Cap 120mg,1,112,74.66666
2953,C84024,0206020F0AAAEAE,Felodipine_Tab 2.5mg M/R             @gn,1,28,14.0
2954,P92016,0206020R0AAAMAM,Nifedipine_Cap 10mg M/R,2,120,79.99998
2955,P92029,0206020R0BBAFAR,Adalat Ret_Tab 20mg,2,56,74.66666
2956,L81068,0206020R0BGABAM,Coracten SR_Cap 10mg,2,60,39.99998
2957,P92605,0206020R0BRACAN,Adipine XL_Tab 30mg,1,28,28.0
2958,D81002,0206020T0AABIBI,Verapamil HCl_Tab 120mg M/R          @gn,1,28,14.0
2959,P92010,0206020T0BFAAAI,Univer_Cap 120mg M/R,1,56,28.0
2960,P86001,0209000C0AAAAAA,Clopidogrel_Tab 75mg,2,90,180.0
2961,E84078,0209000C0BBAAAA,Plavix_Tab 75mg,1,56,56.0
2962,C84692,0209000Y0AAABAB,Prasugrel_Tab 10mg,2,28,56.0
2963,P92016,0212000AAAAACAC,Rosuvastatin Calc_Tab 40mg,5,56,1120.0
2964,P92006,0212000B0AAAMAM,Atorvastatin_Tab Chble 20mg S/F,4,30,120.0
2965,C84094,0212000D0BFAAAB,Fibrazate XL_Tab 400mg M/R,2,28,56.0
2966,E81034,0212000F0AAABAB,Colestyramine_Pdr Sach 4g,1,60,19.99999
2967,D81043,0212000K0BBABAB,Colestid Orange_Pdr Sach 0.2% 5g,1,120,0.012
2968,P92015,0212000L0AAAAAA,Ezetimibe_Tab 10mg,4,56,224.0
2969,L84040,0212000M0BBABAB,Lescol_Cap 40mg,1,56,56.0
2970,P92019,0212000P0AAACAC,Fenofibrate_Cap 67mg (Micronised),1,30,6.69999
2971,L81031,0212000Q0AAAAAA,Gemfibrozil_Cap 300mg,1,56,14.0
2972,E81044,0212000Q0AAABAB,Gemfibrozil_Tab 600mg,1,56,28.0
2973,L81085,0212000Y0BBAAAA,Zocor_Tab 10mg,1,56,18.66666
2974,B86003,0301011R0AAAXAX,Salbutamol_Inh Soln 2.5mg/2.5ml Ud,2,112,56.0
2975,E85005,0301011R0BTAABX,Pulvinal Salbutamol_Inh 200mcg (100 D),1,1,50.0
2976,B85042,0301011R0BVABBD,Salbutamol Steripoule_5mg/2.5ml Ud,1,40,20.0
2977,G83027,0301011R0BZAAAP,AirSalb_Inha 100mcg (200 D) CFF,1,1,50.0
2978,G83049,0301011U0BFAAAH,Vertine_Inha 25mcg (120 D) CFF,1,1,30.0
2979,Y05826,0301012F0AAABAB,Ephed HCl_Tab 30mg,1,112,67.2
2980,C88087,0301020I0BIAAAN,Inhalvent_Inha 20mcg (200D),1,1,33.33333
2981,P92019,0301020Q0BBABAB,Spiriva_Pdr For Inh Cap 18mcg,12,30,360.0
2982,C83019,0301030S0AAAGAG,Theophylline_Oral Soln 60mg/5ml,1,1350,40.5
2983,P92016,0301030S0BHACAD,Slo-Phyllin_Cap 250mg,1,56,35.0
2984,E85015,0302000C0AAARAR,Beclomet Diprop_Inha 200mcg (200D),1,1,100.0
2985,G81040,0302000C0BJAABE,Qvar 50_Inha 50mcg (200 D),1,1,25.0
2986,P92619,0302000C0BPAABE,Clenil Modulite_Inha 50mcg (200D),3,1,75.0
2987,P92019,0302000C0BQAABX,Fostair_Inh 100mcg/6mcg (120D) CFF,1,2,60.0
2988,P92016,0302000N0AAAVAV,Fluticasone Prop_Inh Soln 500mcg/2ml Ud,1,10,2.5
2989,P92015,0302000N0AABEBE,Fluticasone/Salmeterol_Inh 50/25mcg 120D,1,2,60.0
2990,P92642,0302000N0AABFBF,Fluticasone/Salmeterol_Inh 125/25mcg120D,2,2,120.0
2991,P92626,0302000N0BGAAAZ,AirFluSal Forspiro_Inh 500/50mcg (60D),1,1,30.0
2992,M85077,0302000R0BBAAAA,Asmanex Twisthaler_D/P Inh 200mcg (30 D),1,2,30.0
2993,E81077,0302000R0BBACAC,Asmanex Twisthaler_D/P Inh 400mcg (30 D),1,1,30.0
2994,P92030,0302000U0AAABAB,Ciclesonide_Inh 160mcg (120 D) CFF,1,1,120.0
2995,P92021,0303020G0AAABAB,Montelukast_Tab 10mg,13,56,728.0
2996,E82002,0304010D0BBAEAE,Clarityn Rapide_Allergy Tab 10mg,1,10,10.0
2997,C82037,0304010G0BNABAC,Numark_Antihistamine Tab 4mg,1,30,9.99999
2998,C82033,0304010H0AAABAB,Clemastine Fumar_Tab 1mg,1,56,28.0
2999,C84032,0304010I0BBAEAB,Zirtek_Allergy Relief Soln Child 1mg/1ml,1,70,7.0
3000,M85081,0304010I0BEAEAD,Benadryl_Allergy Liq Release Cap 10mg,1,14,14.0
3001,Y02893,0401010P0AAABAB,Lormetazepam_Tab 500mcg,1,28,14.0
3002,G83010,0401010P0AAACAC,Lormetazepam_Tab 1mg,1,15,15.0
3003,P92021,0401010Y0BBAAAA,Stilnoct_Tab 5mg,2,28,28.0
3004,P92042,040201030AAAFAF,Risperidone_Tab 6mg,1,28,33.6
3005,E84011,040201030BBAEAE,Risperdal_Oral Soln 1mg/1ml,1,100,20.0
3006,D81014,040201060AAAIAI,Olanzapine_Oral Soln 2.5mg/5ml,1,150,7.5
3007,P92019,040201060AAATAT,Olanzapine_Orodisper Tab 10mg S/F,1,56,56.0
3008,P92007,040201060AAAUAU,Olanzapine_Orodisper Tab 15mg S/F,5,7,52.5
3009,P92607,040201060AAAZAZ,Olanzapine_Orodisper Tab 20mg,1,28,56.0
3010,N81062,0402010ABBBAHAV,Seroquel XL_Tab 50mg,1,30,4.99999
3011,D81029,0402010ABBFABAW,Ebesque XL_Tab 200mg,1,28,18.66666
3012,P81125,0402010ABBHACAW,Zaluron XL_Tab 200mg,2,28,37.33332
3013,P92019,0402010U0AAAQAQ,Sulpiride_Tab 400mg,1,56,28.0
3014,G83066,0402010U0BBABAQ,Dolmatil_Tab 400mg,1,120,60.0
3015,F82022,0402010W0AAAGAG,Thioridazine_Tab 50mg,1,300,49.99999
3016,D81023,0402020AAAAACAC,Risperidone_Inj Pdr 37.5mg Vl + Dil,2,1,25.0
3017,C84024,0403010B0AAA6A6,Amitriptyline HCl_Liq Spec 10mg/5ml,1,150,4.0
3018,L81013,0403010F0AAAQAQ,Clomipramine HCl_Oral Susp 50mg/5ml,1,300,39.99999
3019,H81672,0403010L0AAABAB,Doxepin_Cap 25mg,2,56,37.33333
3020,L81095,0403010V0AAADAD,Nortriptyline_Tab 10mg,4,7,3.73333
3021,G85112,0403010V0AAANAN,Nortriptyline_Oral Soln 10mg/5ml,1,100,2.66666
3022,L81049,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg,1,56,7.46666
3023,P92016,0403030E0AAANAN,Fluoxetine HCl_Cap 40mg,3,7,42.0
3024,L81037,0403030E0BGAAAH,Prozep_Oral Soln 20mg/5ml,1,280,56.0
3025,L82006,0403030E0BHAAAK,Olena_Tab Disper 20mg,1,14,14.0
3026,P92652,0403030L0AAABAB,Fluvoxamine Mal_Tab 100mg,1,30,30.0
3027,P92635,0403030P0AAAKAK,Paroxetine HCl_Tab 10mg,4,28,56.0
3028,P92028,0403040W0AAAJAJ,Venlafaxine_Tab 75mg M/R,2,28,42.0
3029,F81057,0403040W0AAAQAQ,Venlafaxine_Oral Soln 75mg/5ml,1,150,22.5
3030,G81057,0403040W0BIACAA,ViePax_Tab 37.5mg,1,7,2.625
3031,A85614,0403040W0BXAAAJ,Sunveniz XL_Tab 75mg,1,90,67.5
3032,C84094,0403040W0CCACAE,Vencarm XL_Cap 150mg,1,28,42.0
3033,P92615,0403040Y0AAAAAA,Duloxetine HCl_Cap G/R 30mg,9,28,126.0
3034,D82096,0403040Y0BCAAAB,Duciltia_Cap G/R 60mg,1,28,28.0
3035,L81103,0403040Z0BBAAAA,Valdoxan_Tab 25mg,1,56,56.0
3036,C84024,0405010P0BBAAAA,Xenical_Cap 120mg,1,84,27.99999
3037,A84011,0406000A0AAADAD,Hyoscine_Skin Patch 1mg/72hrs,1,10,30.0
3038,Y02378,0406000L0BCAAAW,Joy-Rides_Tab Chble 150mcg,1,12,3.0
3039,H81056,0406000M0BBABAB,Kytril_Tab 1mg,2,56,56.0
3040,G81638,0406000R0AAAGAG,Nabilone_Cap 250mcg,5,14,8.75
3041,P92023,0406000S0AAACAC,Ondansetron HCl_Tab 8mg,2,30,30.0
3042,G83029,0406000S0AAAJAJ,Ondansetron HCl_Oral Lyophil Tab 8mg S/F,1,90,45.0
3043,N81040,0406000S0BBAJAJ,Zofran_Tab Melt 8mg,1,10,5.0
3044,M85005,0407010H0AADRDR,Paracet_Pdr Sach 500mg,1,60,10.0
3045,M85011,0407010H0AADSDS,Paracet_Tab Eff 500mg S/F,1,100,16.66666
3046,Y05230,0407010H0B3AFAM,Boots_Paracet Capl 500mg,1,100,16.66666
3047,M85078,0407010H0BFAGAQ,Panadol ActiFast Solb_Tab 500mg,1,24,4.0
3048,G83058,0407010H0BFAJAM,Panadol Advan_Tab 500mg,4,64,42.66666
3049,P92021,040702040AAAEAE,Tramadol HCl_Tab 200mg M/R,3,14,42.0
3050,P92028,040702040AAAJAJ,Tramadol HCl_Cap 200mg M/R,6,60,360.0
3051,P92007,040702040AAAMAM,Tramadol HCl_Tab 300mg M/R,1,56,84.0
3052,B81048,040702040AABABA,Tramadol/Paracet_Tab Eff 37.5/325mg S/F,1,56,9.33333
3053,M83076,040702040BDAGAT,Zamadol Melt_Orodisper Tab 50mg,2,60,30.0
3054,G83057,040702040BJACAI,Tramquel SR_Cap 150mg,2,60,90.0
3055,A86033,040702040BNAAAC,Marol_Tab 100mg M/R,1,60,30.0
3056,M85079,040702040BNAEAD,Marol_Tab 150mg M/R (Teva),2,60,90.0
3057,L81079,040702050AAAFAF,Hydromorphone HCl_Cap 2mg M/R,1,56,9.33333
3058,D81027,0407020A0BEAAAU,Matrifen_Patch 12mcg/hr,2,10,66.66666
3059,P92034,0407020A0BQABAE,Fencino_Transdermal Patch 25mcg/hr,1,10,33.33333
3060,L82057,0407020A0BRAHAF,Opiodur_Transdermal Patch 50mcg/hr,2,5,33.33333
3061,P81140,0407020A0BVACAF,Yemex_Transdermal Patch 50mcg/hr,1,10,33.33333
3062,P92006,0407020ADAAABAB,Oxycodone HCl_Oral Soln 10mg/1ml S/F,1,4200,699.99999
3063,L85016,0407020ADAAAKAK,Oxycodone HCl_Tab 5mg M/R,1,56,4.66666
3064,P92642,0407020ADBBAAAA,OxyNorm_Oral Soln 5mg/5ml S/F,1,250,4.16666
3065,P92024,0407020ADBBABAB,OxyNorm_Liq Conc 10mg/1ml S/F,1,10,1.66666
3066,B86643,0407020ADBBAHAN,OxyNorm_Inj 50mg/ml 1ml Amp,1,10,5.55555
3067,P92021,0407020ADBEAHAR,Longtec_Tab 30mg M/R,2,56,56.0
3068,P92031,0407020ADBEAIAQ,Longtec_Tab 60mg M/R,3,14,42.0
3069,L81091,0407020ADBQADAI,Onexila XL_Tab 80mg,1,4,5.33333
3070,P92015,0407020B0BBADAD,Temgesic_Tab Subling 400mcg,1,112,74.66666
3071,D81070,0407020B0BGAAAE,Hapoctasin_Patch 35mcg/hr,2,8,48.0
3072,L81102,0407020B0BIABAF,Bupeaze_TransdermalPatch52.5mcg/hr(96hr),2,7,42.0
3073,M85105,0407020B0BLACAJ,Panitaz_Transdermal Patch 20mcg/hr,1,4,12.0
3074,H81066,0407020B0BNACAG,Buplast_Transdermal Patch 70mcg/hr,1,4,12.0
3075,P92042,0407020G0AAAEAE,Dihydrocodeine Tart_Tab 90mg M/R,3,56,126.0
3076,G81008,0407020K0AAEMEM,Diamorph HCl_Inj 30mg Vl (Dry),1,10,10.0
3077,Y00050,0407020Q0AACDCD,Morph Sulf_Tab 10mg,1,56,5.6
3078,P92016,0407020Q0AACFCF,Morph Sulf_Tab 15mg M/R,1,60,9.0
3079,P92026,0407020Q0BBALCF,MST Continus_Tab 15mg,1,56,8.4
3080,Y06059,0407020Q0BIAAEG,MXL_Cap 30mg,2,42,25.2
3081,P81022,0407020Q0BKAAEF,Zomorph_Cap 10mg,2,60,12.0
3082,Y02321,0407020Q0BNAAAK,Morphgesic SR_Tab 10mg,1,120,12.0
3083,P92012,0407020T0AAABAB,Pentazocine HCl_Tab 25mg,1,28,7.0
3084,P92651,0407041T0AAAEAE,Sumatriptan_Inj 6mg/0.5ml Pfs Ref,1,4,4.0
3085,G83028,0407042F0AAAGAG,Clonidine HCl_Liq Spec 25mcg/5ml,1,500,25.0
3086,G82073,0407042F0AAAHAH,Clonidine HCl_Liq Spec 75mcg/5ml,1,299,44.85
3087,G82073,0407042F0AAARAR,Clonidine HCl_Liq Spec 125mcg/5ml,1,300,75.0
3088,A82032,0407042F0BBAAAA,Dixarit_Tab 25mcg,1,168,42.0
3089,P92016,040801050AAABAB,Topiramate_Tab 100mg,1,112,28.0
3090,H82042,040801050AABXBX,Topiramate_Oral Susp 25mg/5ml,2,400,10.0
3091,C84101,040801050BBAEAU,Topamax_Sprinkle Cap 15mg,1,60,2.25
3092,M85677,040801060AABABA,Clobazam_Liq Spec 2.5mg/5ml,1,400,10.0
3093,C88051,040801060BFAACR,Zacco_Oral Susp 5mg/5ml,1,600,30.0
3094,M88645,0408010A0AAAFAF,Levetiracetam_Liq Spec 250mg/5ml,1,200,6.66666
3095,M85011,0408010A0AAAJAJ,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,1,10,0.66666
3096,P92016,0408010A0BBABAB,Keppra_Tab 500mg,1,120,39.99999
3097,D81049,0408010ABBBACAC,Gabitril_Tab 15mg,2,84,84.0
3098,D81035,0408010AEBDAAAA,Lecaent_Cap 25mg,1,14,1.16666
3099,C84035,0408010AEBEAEAE,Alzain_Cap 150mg,1,112,56.0
3100,L81039,0408010AEBEAGAI,Alzain_Cap 225mg,4,14,42.0
3101,E81014,0408010AEBFAAAA,Axalid_Cap 25mg,2,56,9.33332
3102,P92030,0408010C0BFABAH,Carbagen SR_Tab 400mg,2,56,56.0
3103,P92042,0408010F0AAACAC,Clonazepam_Tab 2mg,1,28,14.0
3104,F83023,0408010F0AABMBM,Clonazepam_Liq Spec 5mg/5ml,1,200,50.0
3105,B82074,0408010F0BBAAAB,Rivotril_Tab 500mcg,1,200,25.0
3106,M83076,0408010G0AAAGAG,Gabapentin_Liq Spec 100mg/5ml,1,300,5.0
3107,P92034,0408010G0BBABAB,Neurontin_Cap 300mg,1,56,14.0
3108,M85116,0408010H0AAA3A3,Lamotrigine_Liq Spec 50mg/5ml,1,200,10.0
3109,J82007,0408010I0BCABAB,Zarontin_Syr 250mg/5ml,1,1000,50.0
3110,P81140,0408010N0AADJDJ,Phenobarb_Liq Spec 5mg/5ml,1,60,0.66666
3111,F85076,0408010P0AAAWAW,Phenobarb Sod_Liq Spec 25mg/5ml,1,100,5.55555
3112,C84024,0408010U0BBAAAB,Mysoline_Tab 250mg,2,14,14.0
3113,P92016,0409010H0AAADAD,Ropinirole HCl_Tab 5mg,1,56,46.66666
3114,M81066,0409010H0BBAGAK,ReQuip XL_Tab 2mg,4,56,74.66665
3115,C84094,0409010H0BFACAK,Repinex XL_Tab 2mg,2,28,18.66666
3116,P92028,0409010K0AAAIAI,Co-Beneldopa_Cap 12.5mg/50mg,2,28,18.66666
3117,C84024,0409010N0BBACAB,Sinemet-Plus_Tab 125mg,3,224,223.99998
3118,K84006,0409010T0BFAAAK,Zelapar_Oral Lyophilisate Tab 1.25mg,1,30,3.75
3119,K84051,0409010X0BCACAE,Sastravi_Tab 75mg/18.75mg/200mg,1,120,30.0
3120,P92034,0409010Z0AAAAAA,Rotigotine_Transdermal Patch 2mg/24hrs,1,56,56.0
3121,P92002,0409010Z0BBABAB,Neupro_Transdermal Patch 4mg/24hrs,1,56,56.0
3122,P92019,0409020C0AAADAD,Trihexyphenidyl HCl_Tab 2mg,2,56,56.0
3123,E81049,0409030R0BBAAAA,Rilutek_Tab 50mg,1,56,28.0
3124,E86018,0411000E0AAAAAA,Rivastigmine_Cap 1.5mg,4,21,21.0
3125,F81031,0411000F0AAAAAA,Galantamine_Tab 4mg,1,56,14.0
3126,P92633,0411000F0AAACAC,Galantamine_Tab 12mg,2,56,84.0
3127,P92005,0411000F0AAAEAE,Galantamine_Cap 8mg M/R,1,28,14.0
3128,F81035,0411000F0BBAEAD,Reminyl_Oral Soln 20mg/5ml S/F,1,200,50.0
3129,K84014,0411000F0BKAAAE,Gazylan XL_Cap 8mg,1,28,14.0
3130,P92011,0411000G0AAAHAH,Memantine HCl_Tab Solb 10mg S/F,1,28,14.0
3131,E81012,0501011J0AAAFAF,Benzylpenicillin Sod_Inj 1.2g Vl,1,1,1.0
3132,P92016,0501012G0AAAAAA,Fluclox Sod_Cap 250mg,7,28,49.0
3133,P92019,0501013B0AAAHAH,Amoxicillin_Oral Pdr Sach 3g S/F,1,14,56.0
3134,G83049,0501015P0BBABAB,Selexid_Tab 200mg,1,10,3.33333
3135,D81062,0501021C0BBAAAA,Suprax_Tab 200mg,1,28,28.0
3136,H84016,0501021K0BBACAC,Zinnat_Gran For Susp 125mg/5ml,1,420,21.0
3137,E83018,0501030F0AAAAAA,Demeclocycline HCl_Cap 150mg,4,14,14.0
3138,P91018,0501030P0AAABAB,Minocycline HCl_Tab 100mg,1,56,56.0
3139,M86017,0501050A0AAAAAA,Azithromycin_Cap 250mg,1,12,6.0
3140,P92017,0501050A0AAADAD,Azithromycin_Tab 500mg,1,12,12.0
3141,P81707,0501050B0AAAAAA,Clarithromycin_Tab 250mg,5,14,35.0
3142,P92017,0501050B0AAABAB,Clarithromycin_Oral Susp 125mg/5ml,1,70,3.5
3143,P92016,0501060D0AAABAB,Clindamycin HCl_Cap 150mg,1,24,6.0
3144,A81048,0501070M0AAAAAA,Fusidic Acid_Oral Susp 250mg/5ml,1,450,14.99999
3145,J82102,0501070U0AAAFAF,Vancomycin HCl_I/V Inf 1g Vl,1,14,7.0
3146,P92034,0501080W0AAAIAI,Trimethoprim_Oral Susp 50mg/5ml S/F,2,140,7.0
3147,K84023,0501090R0BBABAB,Rifadin_Cap 300mg,1,60,30.0
3148,F84724,0501090S0BBABAB,Rifinah_Tab 300mg/150mg,1,56,28.0
3149,D83038,0501120L0BBAJBG,Ciproxin_Gran For Susp 250mg/5ml,1,200,13.33333
3150,F81013,0502010B0AAAGAG,Fluconazole_Oral Susp 50mg/5ml,1,35,1.75
